/Applications/Rider.app/Contents/lib/ReSharperHost/macos-x64/dotnet/dotnet exec /Applications/Rider.app/Contents/lib/ReSharperHost/JetBrains.Debugger.Worker.exe --mode=client --frontend-port=62193 --plugins=/Applications/Rider.app/Contents/plugins/rider-unity/dotnetDebuggerWorker
log4net: Configuration update mode [Merge].
log4net: Logger [root] Level string is [DEBUG].
log4net: Logger [root] level set to [name="DEBUG",value=30000].
log4net: Loading Appender [ConsoleAppender] type: [log4net.Appender.ConsoleAppender]
log4net: Setting Property [Threshold] to Level value [DEBUG]
log4net: Converter [message] Option [] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Converter [newline] Option [] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Setting Property [ConversionPattern] to String value [%d [%t] %-5p %c - %m%n]
log4net: Converter [d] Option [] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Converter [literal] Option [ [] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Converter [t] Option [] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Converter [literal] Option [] ] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Converter [p] Option [] Format [min=5,max=2147483647,leftAlign=True]
log4net: Converter [literal] Option [ ] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Converter [c] Option [] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Converter [literal] Option [ - ] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Converter [m] Option [] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Converter [n] Option [] Format [min=-1,max=2147483647,leftAlign=False]
log4net: Setting Property [Layout] to object [log4net.Layout.PatternLayout]
log4net: Created Appender [ConsoleAppender]
log4net: Adding appender named [ConsoleAppender] to logger [root].
log4net: Hierarchy Threshold []
2022-02-08 15:30:49,379 [6] INFO  producer.Program - rdkafka#producer-1-[thrd::0/internal]: :0/internal: Enter main broker thread
2022-02-08 15:30:55,954 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:55,954 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 74 bytes @ 0, CorrId 30)
2022-02-08 15:30:55,962 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 37 bytes, CorrId 30, rtt 8.11ms)
2022-02-08 15:30:55,963 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:55,986 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:55,986 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 74 bytes @ 0, CorrId 31)
2022-02-08 15:30:56,025 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 37 bytes, CorrId 31, rtt 38.54ms)
2022-02-08 15:30:56,025 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,045 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,045 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 74 bytes @ 0, CorrId 32)
2022-02-08 15:30:56,056 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 37 bytes, CorrId 32, rtt 10.97ms)
2022-02-08 15:30:56,056 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,079 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,079 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 74 bytes @ 0, CorrId 33)
2022-02-08 15:30:56,090 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 37 bytes, CorrId 33, rtt 10.68ms)
2022-02-08 15:30:56,090 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,112 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,112 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 74 bytes @ 0, CorrId 34)
2022-02-08 15:30:56,137 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 37 bytes, CorrId 34, rtt 24.35ms)
2022-02-08 15:30:56,137 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,158 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,158 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 74 bytes @ 0, CorrId 35)
2022-02-08 15:30:56,171 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 37 bytes, CorrId 35, rtt 12.38ms)
2022-02-08 15:30:56,171 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,193 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,193 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 74 bytes @ 0, CorrId 36)
2022-02-08 15:30:56,275 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 37 bytes, CorrId 36, rtt 81.47ms)
2022-02-08 15:30:56,275 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: topic [1] registered with transaction
2022-02-08 15:30:56,275 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: topic [0] registered with transaction
2022-02-08 15:30:56,275 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: topic [2] registered with transaction
2022-02-08 15:30:56,275 [11] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19094/bootstrap]: localhost:19094/3: topic [1]: Produce MessageSet with 1 message(s) (82 bytes, ApiVersion 7, MsgVersion 2, MsgId 13, BaseSeq 12, PID{Id:0,Epoch:0}, uncompressed)
2022-02-08 15:30:56,275 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: topic [0]: Produce MessageSet with 3 message(s) (122 bytes, ApiVersion 7, MsgVersion 2, MsgId 10, BaseSeq 9, PID{Id:0,Epoch:0}, uncompressed)
2022-02-08 15:30:56,275 [7] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19092/bootstrap]: localhost:19092/1: topic [2]: Produce MessageSet with 6 message(s) (187 bytes, ApiVersion 7, MsgVersion 2, MsgId 13, BaseSeq 12, PID{Id:0,Epoch:0}, uncompressed)
2022-02-08 15:30:56,275 [11] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19094/bootstrap]: localhost:19094/3: Sent ProduceRequest (v7, 148 bytes @ 0, CorrId 6)
2022-02-08 15:30:56,275 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: Sent ProduceRequest (v7, 188 bytes @ 0, CorrId 10)
2022-02-08 15:30:56,276 [7] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19092/bootstrap]: localhost:19092/1: Sent ProduceRequest (v7, 253 bytes @ 0, CorrId 15)
2022-02-08 15:30:56,337 [7] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19092/bootstrap]: localhost:19092/1: Received ProduceResponse (v7, 49 bytes, CorrId 15, rtt 61.06ms)
2022-02-08 15:30:56,337 [7] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19092/bootstrap]: localhost:19092/1: topic [2]: MessageSet with 6 message(s) (MsgId 13, BaseSeq 12) delivered
2022-02-08 15:30:56,337 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-13 - value-40 | Metadata : topic [[2]] - 16
2022-02-08 15:30:56,337 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-18 - value-65 | Metadata : topic [[2]] - 17
2022-02-08 15:30:56,337 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-64 - value-58 | Metadata : topic [[2]] - 18
2022-02-08 15:30:56,337 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-26 - value-74 | Metadata : topic [[2]] - 19
2022-02-08 15:30:56,337 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-87 - value-16 | Metadata : topic [[2]] - 20
2022-02-08 15:30:56,337 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-93 - value-18 | Metadata : topic [[2]] - 21
2022-02-08 15:30:56,392 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: Received ProduceResponse (v7, 49 bytes, CorrId 10, rtt 116.69ms)
2022-02-08 15:30:56,392 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: topic [0]: MessageSet with 3 message(s) (MsgId 10, BaseSeq 9) delivered
2022-02-08 15:30:56,392 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-99 - value-48 | Metadata : topic [[0]] - 13
2022-02-08 15:30:56,392 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-25 - value-57 | Metadata : topic [[0]] - 14
2022-02-08 15:30:56,392 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-9 - value-1 | Metadata : topic [[0]] - 15
2022-02-08 15:30:56,396 [11] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19094/bootstrap]: localhost:19094/3: Received ProduceResponse (v7, 49 bytes, CorrId 6, rtt 121.14ms)
2022-02-08 15:30:56,397 [11] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19094/bootstrap]: localhost:19094/3: topic [1]: MessageSet with 1 message(s) (MsgId 13, BaseSeq 12) delivered
2022-02-08 15:30:56,397 [1] DEBUG producer.Program - Delivery : NoError - Success | Message : key-82 - value-47 | Metadata : topic [[1]] - 16
2022-02-08 15:30:56,397 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Transactional API called: commit_transaction (begin) (in txn state InTransaction, idemp state Assigned)
2022-02-08 15:30:56,397 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction state change InTransaction -> BeginCommit
2022-02-08 15:30:56,397 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Flushing 0 outstanding message(s) prior to commit
2022-02-08 15:30:56,397 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Transaction commit message flush complete
2022-02-08 15:30:56,397 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Transactional API called: commit_transaction (in txn state BeginCommit, idemp state Assigned)
2022-02-08 15:30:56,397 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction state change BeginCommit -> CommittingTransaction
2022-02-08 15:30:56,397 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent EndTxnRequest (v1, 48 bytes @ 0, CorrId 37)
2022-02-08 15:30:56,481 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received EndTxnResponse (v1, 6 bytes, CorrId 37, rtt 84.19ms)
2022-02-08 15:30:56,481 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: EndTxn returned NO_ERROR in state CommittingTransaction (may_retry=true)
2022-02-08 15:30:56,481 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction state change CommittingTransaction -> CommitNotAcked
2022-02-08 15:30:56,481 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Transactional API called: commit_transaction (ack) (in txn state CommitNotAcked, idemp state Assigned)
2022-02-08 15:30:56,482 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Committed transaction now acked by application
2022-02-08 15:30:56,482 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction successfully committed
2022-02-08 15:30:56,482 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction state change CommitNotAcked -> Ready
2022-02-08 15:30:56,482 [1] INFO  producer.Program - Transaction committed
2022-02-08 15:30:56,482 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction state change Ready -> InTransaction
2022-02-08 15:30:56,482 [1] INFO  producer.Program - Producer began one transaction
2022-02-08 15:30:56,482 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Marked topic [1] as part of transaction: scheduling registration
2022-02-08 15:30:56,482 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Marked topic [2] as part of transaction: not scheduling registration
2022-02-08 15:30:56,482 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Marked topic [0] as part of transaction: not scheduling registration
2022-02-08 15:30:56,482 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Marked topic [3] as part of transaction: not scheduling registration
2022-02-08 15:30:56,483 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,483 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 78 bytes @ 0, CorrId 38)
2022-02-08 15:30:56,544 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 43 bytes, CorrId 38, rtt 60.69ms)
2022-02-08 15:30:56,544 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,565 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,565 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 78 bytes @ 0, CorrId 39)
2022-02-08 15:30:56,672 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 43 bytes, CorrId 39, rtt 107.15ms)
2022-02-08 15:30:56,672 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,692 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,692 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 78 bytes @ 0, CorrId 40)
2022-02-08 15:30:56,719 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 43 bytes, CorrId 40, rtt 26.82ms)
2022-02-08 15:30:56,719 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,742 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,743 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 78 bytes @ 0, CorrId 41)
2022-02-08 15:30:56,757 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 43 bytes, CorrId 41, rtt 14.63ms)
2022-02-08 15:30:56,757 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,777 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,778 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 78 bytes @ 0, CorrId 42)
2022-02-08 15:30:56,788 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 43 bytes, CorrId 42, rtt 10.89ms)
2022-02-08 15:30:56,789 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,810 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,810 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 78 bytes @ 0, CorrId 43)
2022-02-08 15:30:56,847 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 43 bytes, CorrId 43, rtt 36.46ms)
2022-02-08 15:30:56,847 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: AddPartitionsToTxn response: partition "topic": [1]: Broker: Producer attempted to update a transaction while another concurrent operation on the same transaction was ongoing
2022-02-08 15:30:56,867 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: TxnCoordinator/3: Registering partitions with transaction
2022-02-08 15:30:56,867 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent AddPartitionsToTxnRequest (v0, 78 bytes @ 0, CorrId 44)
2022-02-08 15:30:56,941 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received AddPartitionsToTxnResponse (v0, 43 bytes, CorrId 44, rtt 73.22ms)
2022-02-08 15:30:56,941 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: topic [1] registered with transaction
2022-02-08 15:30:56,941 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: topic [2] registered with transaction
2022-02-08 15:30:56,941 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: topic [0] registered with transaction
2022-02-08 15:30:56,941 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: topic [3] registered with transaction
2022-02-08 15:30:56,941 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: topic [0]: Produce MessageSet with 3 message(s) (124 bytes, ApiVersion 7, MsgVersion 2, MsgId 13, BaseSeq 12, PID{Id:0,Epoch:0}, uncompressed)
2022-02-08 15:30:56,941 [11] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19094/bootstrap]: localhost:19094/3: topic [1]: Produce MessageSet with 3 message(s) (124 bytes, ApiVersion 7, MsgVersion 2, MsgId 14, BaseSeq 13, PID{Id:0,Epoch:0}, uncompressed)
2022-02-08 15:30:56,941 [7] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19092/bootstrap]: localhost:19092/1: topic [2]: Produce MessageSet with 3 message(s) (124 bytes, ApiVersion 7, MsgVersion 2, MsgId 19, BaseSeq 18, PID{Id:0,Epoch:0}, uncompressed)
2022-02-08 15:30:56,941 [11] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19094/bootstrap]: localhost:19094/3: Sent ProduceRequest (v7, 190 bytes @ 0, CorrId 7)
2022-02-08 15:30:56,941 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: Sent ProduceRequest (v7, 190 bytes @ 0, CorrId 11)
2022-02-08 15:30:56,941 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: topic [3]: Produce MessageSet with 1 message(s) (82 bytes, ApiVersion 7, MsgVersion 2, MsgId 8, BaseSeq 7, PID{Id:0,Epoch:0}, uncompressed)
2022-02-08 15:30:56,941 [7] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19092/bootstrap]: localhost:19092/1: Sent ProduceRequest (v7, 190 bytes @ 0, CorrId 16)
2022-02-08 15:30:56,941 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: Sent ProduceRequest (v7, 148 bytes @ 0, CorrId 12)
2022-02-08 15:30:56,975 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: Received ProduceResponse (v7, 49 bytes, CorrId 11, rtt 34.09ms)
2022-02-08 15:30:56,975 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: topic [0]: MessageSet with 3 message(s) (MsgId 13, BaseSeq 12) delivered
2022-02-08 15:30:56,975 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-31 - value-64 | Metadata : topic [[0]] - 17
2022-02-08 15:30:56,975 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-12 - value-82 | Metadata : topic [[0]] - 18
2022-02-08 15:30:56,975 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-44 - value-39 | Metadata : topic [[0]] - 19
2022-02-08 15:30:56,977 [7] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19092/bootstrap]: localhost:19092/1: Received ProduceResponse (v7, 49 bytes, CorrId 16, rtt 35.60ms)
2022-02-08 15:30:56,977 [7] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19092/bootstrap]: localhost:19092/1: topic [2]: MessageSet with 3 message(s) (MsgId 19, BaseSeq 18) delivered
2022-02-08 15:30:56,977 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-26 - value-28 | Metadata : topic [[2]] - 23
2022-02-08 15:30:56,977 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-58 - value-89 | Metadata : topic [[2]] - 24
2022-02-08 15:30:56,977 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-18 - value-57 | Metadata : topic [[2]] - 25
2022-02-08 15:30:57,000 [11] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19094/bootstrap]: localhost:19094/3: Received ProduceResponse (v7, 49 bytes, CorrId 7, rtt 59.31ms)
2022-02-08 15:30:57,001 [11] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19094/bootstrap]: localhost:19094/3: topic [1]: MessageSet with 3 message(s) (MsgId 14, BaseSeq 13) delivered
2022-02-08 15:30:57,001 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-37 - value-64 | Metadata : topic [[1]] - 18
2022-02-08 15:30:57,001 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-82 - value-30 | Metadata : topic [[1]] - 19
2022-02-08 15:30:57,001 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-14 - value-50 | Metadata : topic [[1]] - 20
2022-02-08 15:30:57,036 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: Received ProduceResponse (v7, 49 bytes, CorrId 12, rtt 94.32ms)
2022-02-08 15:30:57,036 [8] INFO  producer.Program - rdkafka#producer-1-[thrd:localhost:19093/bootstrap]: localhost:19093/2: topic [3]: MessageSet with 1 message(s) (MsgId 8, BaseSeq 7) delivered
2022-02-08 15:30:57,036 [12] DEBUG producer.Program - Delivery : NoError - Success | Message : key-62 - value-10 | Metadata : topic [[3]] - 11
2022-02-08 15:30:57,046 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Transactional API called: commit_transaction (begin) (in txn state InTransaction, idemp state Assigned)
2022-02-08 15:30:57,046 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction state change InTransaction -> BeginCommit
2022-02-08 15:30:57,046 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Flushing 0 outstanding message(s) prior to commit
2022-02-08 15:30:57,047 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Transaction commit message flush complete
2022-02-08 15:30:57,047 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Transactional API called: commit_transaction (in txn state BeginCommit, idemp state Assigned)
2022-02-08 15:30:57,047 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction state change BeginCommit -> CommittingTransaction
2022-02-08 15:30:57,047 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Sent EndTxnRequest (v1, 48 bytes @ 0, CorrId 45)
2022-02-08 15:30:57,095 [10] INFO  producer.Program - rdkafka#producer-1-[thrd:TxnCoordinator]: TxnCoordinator/3: Received EndTxnResponse (v1, 6 bytes, CorrId 45, rtt 48.67ms)
2022-02-08 15:30:57,096 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: EndTxn returned NO_ERROR in state CommittingTransaction (may_retry=true)
2022-02-08 15:30:57,096 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction state change CommittingTransaction -> CommitNotAcked
2022-02-08 15:30:57,096 [1] INFO  producer.Program - rdkafka#producer-1-[thrd:app]: Transactional API called: commit_transaction (ack) (in txn state CommitNotAcked, idemp state Assigned)
2022-02-08 15:30:57,096 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Committed transaction now acked by application
2022-02-08 15:30:57,096 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction successfully committed
2022-02-08 15:30:57,096 [9] INFO  producer.Program - rdkafka#producer-1-[thrd:main]: Transaction state change CommitNotAcked -> Ready
2022-02-08 15:30:57,096 [1] INFO  producer.Program - Transaction committed
